"id","nama_obat","khasiat","efek_samping","deskripsi","foto_obat"
"98","Inggu","Demam, Influenza, Batuk, Radang Paru-paru, Kejang-kejang pada Anak, Ayan, Kolik, Nyeri Ulu Hati dan Dada, Hernia, Hepatitis, Haid Tidak Teratur, Tidak Datang Haid, Bisul, Radang Kulit Bernanah, Memar, Gigitan Ular Berbisa atau Serangga, Keracunan Obat, Radang Vena, Pelebaran Vena, dan Cacingan.","Pemakaian lokal yang terlalu banyak dapat menyebabkan warna kulit menjadi merah, membengkak, dan kadang timbul lepuh. Perempuan hamil dilarang menggunakan tumbuhan ini.

Beberapa zat aktif pada herba ini dapat menimbulkan hipersensitif terhadap cahaya bagi pemakainya (fototoksik). Setelah menggunakan herba ini, hindari terkena cahaya matahari langsung, untuk mencegah timbulnya kemerahan pada kulit, pembengkakan, sampai luka bakar. Timbulnya dermatitis dapat terjadi pada beberapa pengguna yang sensitif.","Semak tegak, tinggi dapat mencapai 1,5 m. Batang silindris, ramping, memiliki banyak percabangan, bila diremas berbau tidak sedap Daun majemuk menyirip ganda, letaknya berseling, anak daun lanset atau bulat telur sungsang, pangkal menyempit, ujung tumpul, tepi rata, pertulangan tidak jelas, panjang 8-20 mm, lebar 2-6 mm, hijau muda. Bunga majemuk dalam malai rata, keluar di ujung ranting, mahkota berbentuk mangkok, berwarna kuning terang Buah kecil, bentuk lonjong, terbagi menjadi 4-5 kotak, warnanya cokelat. Biji kecil berbentuk ginjal dan berwarna hitam.","https://storage.googleapis.com/herbitionalbucket/foto_obat/inggu.jpg"
"99","Ipu Kayo","Kolera, Asma, Rematik, dan Obat Kuat.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi biji dan kulit kayu Strychnos ignatii atau cetek. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Perdu atau pohon yang menyemak dengan cabang-cabang berwarna merah keabuan. Daun membundar telur atau menjorong sampai melanset. Perbungaan malai pendek di ketiak daun, bercabang sedikit dengan bunga 10-20 kuntum. Buah sedikit, berkedudukan pada percabangan yang menebal, berwarna merah membulat Kulit buah kuat dan berkayu. Biji seperti lensa, menjorong sampai membundar.","https://storage.googleapis.com/herbitionalbucket/foto_obat/ipu-kayo.jpg"
"100","Jahe","Sakit Kepala, Rematik, Sakit Perut, Pusing, Kolera, Penawar Racun Gigitan Ular Berbisa, Masuk Angin, Terkilir, dan Bengkak.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi rimpang jahe.","Herba berbatang semu dengan tinggi mencapai 1 m Akarnya berbentuk rimpang dengan daging akar berwarna kuning hingga kemerahan dan bau menyengat Daun menyirip dengan panjang 15-23 mm dan lebar 8- 15 mm. Tangkai daun berbulu halus Bunga muncul dari dalam tanah berbentuk bulat telur dengan panjang 3,5-5 cm dan lebar 1,5-1,75 cm. Gagang bunga bersisik sebanyak 5-7 buah. Bunga berwarna hijau kekuningan. Bibir bunga dan kepala putik ungu","https://storage.googleapis.com/herbitionalbucket/foto_obat/jahe.jpg"
"101","Jali","Busung Lapar dan Kencing Batu.","Hati-hati bagi penderita diabetes, karena konsumsi jali akan berinteraksi dengan obat-obatan diabetes yang akan mengakibatkan penurunan tingkat gula darah. Selain itu, sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Rumput tegak, bercabang kuat, tingginya dapat mencapai 3 m. Buluh terisi empulur, bercabang pada bagian atasnya. Daun besar dan berpelepah, helaian daun memita sampai membundar telur- melanset, tepi daun kasar, halus atau kasap permukaan atasnya. Perbungaan di ketiak daun paling atas, putih atau kebiruan,, mengandung dua tandan, yaitu tandan betina yang mengandung buliran yang duduk, buliran dengan 1 floret, sedangkan tandan jantan mengandung kira-kira 10 buliran yang menyirap dan muncul berpasangan atau tiga-tiga. Buah bervariasi dalam ukuran, bentuk, warna dan kekerasannya, biasanya berwarna abu-abu, kuning-merah tua, atau keunguan, lunak atau keras, berisi jali. Jali berwarna merah tua untuk yang berkulit keras atau merah muda untuk yang berkulit lunak.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jali.jpg"
"102","Jambu Biji","Diabetes Mellitus, Maag, Luka, dan Diare.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi buah dan daun jambu biji.","Tanaman termasuk pohon yang tingginya mencapai 10 m dan mempunyai banyak percabangan. Pepagan halus, warna merah agak cokelat. Daun berhadapan, helaian daun elips atau lonjong sampai bundar telur, sebelah bawah daun berbulu halus. Perbungaan soliter atau 2-3 bunga terdapat dalam satu tangkai, muncul di ketiak daun, berwarna putih. Buah bulat satu-satu sebesar bola tenis yang agak meruncing ke pangkal, warna buah hijau sampai kuning, wangi dan rasanya manis kalau sudah tua atau masak. Buah mengandung banyak biji kecil-kecil seperti kerikil berwarna cokelat kemerahan.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jambu-biji-1.jpg"
"103","Jambu Mete","Sembelit, Kencing Manis, Radang Tenggorokan, Sariawan, Rematik, Digigit Ular Berbisa, Sakit Gigi, Sakit Kulit, Pembersih Mulut, dan Pencahar.","Tanaman ini mengandung tanin yang dapat menyebabkan gatal-gatal pada kulit. Selain itu, tanaman ini juga mengandung minyak berwarna kuning muda yang rasanya manis (minyak acayu), terdiri atas 40-50% kardol (tannin beracun) dan asam anakardia. Minyak ini menyebabkan kulit terbakar atau menggelembung.","Pohon berukuran sedang, tinggi sampai dengan 12 m, tajuk melebar, bercabang- cabang, dan selalu hijau. Batang tidak rata dan berwarna cokelat tua. Daun berbentuk lonjong atau bulat telur dengan tépian berlekuk-lekuk, guratan tulang daunnya terlihat jelas, berbatang pendek. Bunga berwarna putih. Bagian buahnya yang membesar, berdaging lunak, berair, dan berwarna kuning kemerah-merahan adalah buah semu. Buahnya berukuran 3 cm, berbentuk ginjal, dan bijinya berkeping dua terbungkus kulit yang mengandung getah.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jambu-mete.jpg"
"104","Jarak Cina","Bengkak, Terkilir, Patah Tulang, dan Luka Berdarah.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi tanaman jarak cina.","Semak atau pohon kecil dengan batang tunggal, tajuk longgar menyebar dan tinggi mencapai 5 m. Helaian daun terbagi dalam 7-15 helaian kecil menjari. Berwarna hijau gelap pada permukaan bagian atas dan lebih terang pada permukaan bagian bawahnya. Perbungaan membentuk karang berkumpul ditumpu oleh tangkai yang panjang. Buah bulat seperti kacang, berwarma kuning ketika masak.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jarak-cina-apotekhidup.jpg"
"105","Jarak Kaliki","Sakit Perut dan Pencahar.","Beberapa literatur meyebutkan penggunaan biji jarak kaliki untuk pengobatan herbal dilarang. Hal ini disebabkan kandungan toksiksitasnya yang cukup tinggi.","Tanaman berbentuk perdu tegak, tinggi 1-2 m. Batang bulat, berwarna cokelat dengan banyak cabang. Daun tunggal, bertangkai panjang, helaian daun berbentuk bulat telur sungsang sampai bulat, berbagi 3-5, panjang 7-22 cm, lebar 6-20 cm, daun muda berwarna keunguan, daun tua warnanya ungu kecokelatan. Bunga majemuk dalam bentuk malai rata bertangkai, berbentuk corong, kecil, warnanya keunguan, keluar dari ujung batang. Buah bulat telur, sedikit berlekuk tiga dengan enam alur memanjang, warnanya hijau, bila masak menjadi hitam. Bijinya bulat, cokelat kehitaman.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jarak-kaliki.jpg"
"106","Jarak Pagar","Cacingan, Perut Kembung, Luka, Sariawan, dan Sakit Gigi.","Tanaman jarak pagar mengandung beberapa senyawa beracun, termasuk lektin, saponin, phorbol karsinogenik, dan inhibitor tripsin. Biji genus ini juga merupakan sumber yang sangat beracun karena mengandung toxalbumin fraksi kursin.

Belum ditemukan literatur yang menyebutkan adanya kontraindikasi efek samping dari konsumsi undnew daun jarak pagar. Namun, sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Tanaman berbentuk semak dengan tinggi mencapai 5 m. Batang berkayu, bulat, bercabang, bergetah, berwarna putih kotor. Daun tunggal, berwarna hijau kecokelatan, berbentuk bundar telur neje anpnsaq ‘uɔ St-S buelued ‘segajau berlekuk 3-5, ujung daun meruncing, pangkal daun berbentuk jantung, tulang daun utama menjari, permukaan atas helaian daun berwarna hijau kecokelatan, permukaan bawah berwarna lebih pucat. Bunganya termasuk bunga majemuk, bentuk malai, terletak di ujung batang dan di ketiak daun, jumlah mahkota lima berwarna ungu. Tandan bunga berbentuk secara terminal di setiap cabang. Buah berbentuk kotak, panjang 2-3 cm, berwarna hijau. Biji bulat telur, berwarna cokelat kehitaman.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jarak-pagar.jpg"
"107","Jati Belanda","Menurunkan Berat Badan dan Pengatur Kolesterol.","Perlu kehati-hatian dalam menggunakan daun dan biji jati belanda sebagai obat. Jika terlalu berlebihan dapat mengakibatkan kerusakan usus. Selain bagian daunnya, pemanfaatan bagian lain jati belanda saat ini relatif jarang dan memang belum ada uji toksiknya.","Pohon dengan batang keras dan bercabang, berkayu bulat dengan permukaan batang yang kasar, dan berwarna cokelat kehijauan. Daun berbentuk bulat telur dengan pinggiran bergerigi, permukaan kasar, ujung rucing, pangkal berlekuk, pertulangan menyirip berseling, panjang 10-16 cm dan lebar 3-6 cm. Bunga tunggal, berwarna kuning, berbau wangi serta memiliki titik merah di bagian tengah, berbentuk mayang, dan muncul di ketiak daun. Buah kotak, bulat, keras, permukaan tidak rata dan berduri, berwarna hijau ketika muda dan berubah menjadi cokelat kehitaman setelah tua.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jati-belanda-apotekhidup.jpg"
"108","Jelutung Badak","Malaria, Demam, Batuk, dan Peluruh Kencing.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi efek samping dari konsumsi undnew bagian tanaman ini. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter. Kemungkinan buahnya juga mengandung racun, perlu hati-hati.","Pohon berkayu, dapat mencapai tinggi 15 m, diameter batang 20-25 cm. Batang bergetah putih. Daun berbentuk jorong panjang hingga 25 cm. Perbungaan di ujung tangkai atau di ketiak daun. Buah berpasangan berbentuk ginjal, berwarna kuning-oranye, buah masak akan merekah dan dagingnya berwarna merah.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jelutung-badak-apotekhidup1.jpg"
"109","Jeruju Gunung","Kanker, Bisul, Hipertensi, dan Sakit Pernafasan.","Hasil penelitian terbaru menyebutkan bahwa tanaman jeruju gunung tidak memiliki efek terhadap hematologi namun beberapa biokimia di dalamnya, dapat juga digunakan sebagai penanda stres oksidatif yang bersifat nefrotoksik (merusak ginjal) dan efek hypecreatinemia (tekanan darah dan disfungsi ginjal moderat).","Semak kecil dengan cabang jarang dan batang lunak, dapat tumbuh mencapai tinggi 2 m. Daun berhadapan, teksturnya seperti kertas dan licin, panjang 10- 20 cm, bercuping dalam pada pinggirannya dan berduri tajam, permukaan atas berwarna hijau gelap dan lebih licin daripada permukaan bawah. Perbungaan silindris panjang hingga 20 cm, berwarna putih. Buah kapsul panjang hingga 2,5 cm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jeruju-gunung.jpeg"
"110","Jeruk Nipis","Amandel, Batuk, Batuk Berdahak, Peluruh Kencing dan Keringat, dan Membantu Proses Pencernaan.","Rasa jeruk nipis yang asam bisa membantu membersihkan nikotin yang terdapat pada gigi dan mulut orang yang suka merokok. Namun, pada beberapa kasus minum minuman asam terlalu sering dapat menyebabkan gigi kontak dengan asam. Konsumsi air nipis terlalu sering dan dalam waktu yang lama, dapat mengakibatkan gigi linu dan membuat gigi sensiti.","Perdu dengan tinggi mencapai 3 m. Batang berkayu ulet, berduri dan keras, permukaan kulit luarnya berwarna tua dan kusam. Daun majemuk, berbentuk elips dengan pangkal membulat, ujung tumpul, dan tepi beringgit, panjang 3-10 cm dan lebar 2-5 cm, tangkai bersayap. Bunga muncul di ketiak daun atau di ujung batang, kelopak berbentuk seperti mangkok berwarna putih kekuningan, dan mahkota berbentuk bulat telur atau lanset berwarna putih. Buah bulat sebesar bola pingpong dengan kulit berwarna hijau atau kekuning-kuningan.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jeruk-nipis.jpg"
"111","Jeruk Purut","Flu dan Kelelahan.","Belum diketahui pengaruh negatif dari penggunaan jeruk purut bagi pengobatan, tetapi kewaspadaan terhadap pemakaian berlebihan perlu diperhatikan.","Perdu dengan batang mencapai 3 m dan bercabang. Daun majemuk menyirip, tangkai daun sebagian melebar menyerupai anak daun. Anak daun berbentuk bulat telur sampai lonjong, pangkal membundar atau tumpul, ujung tumpul sampai meruncing, tepi beringgit, panjang 8-15 cm, lebar 2-6 cm, kedua permukaan licin dengan bintik-bintik kecil berwarna jernih, permukaan atas warnanya hijau tua agak mengilap, permukaan bawah hijau muda atau hijau kekuningan, buram, jika diremas baunya harum. Bunga berbentuk bintang, berwarna putih kemerah-merahan atau putih kekuning-kuningan. Buah bulat telur, kulitnya hijau berkerut, berbenjol- benjol.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jeruk-purut-apotekhidup.jpg"
"112","Johar","Cacingan dan Sawan pada Anak-anak, Pencahar, dan Malaria.","Penggunaan daun johar sebagai ramuan obat untuk jangka waktu yang lama sebaiknya dikonsultasikan terlebih dahulu ke dokter medis atau herbalis karena daun johar kemungkinan mempunyai efek hepatotoksik.","Pohon tahunan, tinggi 10-20 m, percabangan melebar membentuk tajuk yang padat atau rapat dan membulat Batang bulat, tegak lurus dan pendek, kulit kasar, putih kotor atau berwarna abu-abu kecokelatan pada cabang yang muda. Daun majemuk menyirip genap, panjangnya 10-35 cm, gundul dan mengkilap di sisi atas dengan rambut halus di sisi bawah. Bunga majemuk, di ujung batang, kelopak terbagi lima, berwarna hijau kekuningan. Buah polong, pipih, berbelah dua, panjang hingga 20 cm, masih muda berwarna hijau dan setelah tua berwarna hitam. Biji bulat telur berwarna cokelat kehijauan.

","https://storage.googleapis.com/herbitionalbucket/foto_obat/johar-apotekhidup.jpg"
"113","Jombang","Luka Bakar, Bisul, Radang Payudara, dan Kandung Empedu.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi konsumsi akar dan daun jombang. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba perennial dengan tinggi 10-25 cm. Akarnya panjang, tunggal atau bercabang Daun bagian bawah rebah menutup tanah, mengumpul di atas akar. Bentuk daun melanset sungsang, pangkalnya menyempit menyerupai tangkai daun, warna hijau berlapis rambut halus berwarna putih. Bunga tunggal bertangkai panjang, berwarna kuning.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jombang-apotekhidup.jpg"
"114","Jotang","Sakit Gigi dan Gusi Berdarah.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi daun jotang. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba semusim dengan batang tegak atau menjalar, tinggi 10-80 cm, sering bercabang banyak. Daun tunggal, berhadapan, dan bentuknya melanset hingga bulat telur. Bunga majemuk berwarna kuning dengan beberapa bunga tepi berwarna putih. Buah keras berwarna hitam, panjang 1-2 mm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jotang.jpg"
"115","Jotang Kuda","Sakit Perut dan Rematik.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi tanaman jotang kuda. Sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba semusim, tumbuh tegak hingga 40 cm. Daun hijau berbentuk oval atau elips dan duduk berhadapan, tepinya bergerigi, dan berambut kasar pada kedua permukaannya. Bunga kecil berwarna kuning 3-8 bunga pita, braktea pada pembalut bunga seperti daun. Buah berwarna hitam atau cokelat tua disertai 2-3 pappus kaku.","https://storage.googleapis.com/herbitionalbucket/foto_obat/jotang-kuda.jpg"
"116","Kaca Piring","Diabetes Mellitus, Sariawan, Demam, dan Suka Buang Air Besar.","Belum banyak informasi kontraindikasi ramuan obat dari kaca piring, tetapi disarankan bagi penderita diare jangan meminum rebusan buah kaca piring.","Perdu tahunan yang tingginya mencapai 2 m. Batangnya bulat berkayu, memiliki banyak cabang. Daunnya berbentuk oval, tebal, licin dan mengkilap pada permukaan bagian atasnya. Bunga tunggal, bertangkai pendek, warnanya putih, keluar dari ujung ranting, berukuran besar, mirip dengan bunga mawar putih dengan tajuk-tajuk melingkar dan bersusun membentuk satu kesatuan yang anggun, baunya harum. Bentuk buahnya bulat telur, kulitnya tipis, mengandung pigmen berwarna kuning, dan berbji banyak.","https://storage.googleapis.com/herbitionalbucket/foto_obat/kaca-piring-1.png"
"117","Kantung Semar","Sesak Nafas, Kerongkongan Gatal, dan Batuk-batuk.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi air dari kantong semar. Namun, sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultası dengan herbalis atau dokter.","Tumbuhan memanjat dengan batang bulat atau segitiga. Daun lonjong sampai elips, panjangnya hampir sama dengan panjang tangkai kantung. Kantong bagian bawah berwarna hijau muda dengan bercak-bercak cokelat sampai merah, sayap berenda, mulut berbentuk sadak meruncing ke arah penutup sehingga membentuk leher panjang, bibir bergaris- garis merah. Kantong dapat berukuran besar dengan panjang 10-30 cm dan lingkar kantong 5-10 cm.","https://storage.googleapis.com/herbitionalbucket/foto_obat/kantong-semar-1-1.jpg"
"118","Kapulaga","Bau Mulut, Batuk Berdahak, dan Analgesik.","Belum ditemukan literatur yang menyebutkan adanya kontraindikasi maupun efek samping dari konsumsi buah kapulaga. Namun, sebaiknya beberapa hal ini perlu diperhatikan sebagai sikap kewaspadaan.

1. Bagi yang sedang hamil dan menyusui: jangan mengonsumsi kapulaga.

2. Bagi anak-anak: sebaiknya tidak mengonsumsi dengan dosis yang berlebihan sebelum berkonsultasi dengan herbalis atau dokter.","Herba dengan tinggi mencapai 1,5m. Berbatang semu, bulat, membentuk anakan, warna hijau. Daun tunggal, tersebar, bentuk lanset, ujung runcing, tepi rata, panjang 25-35 cm, lebar 10- 12 cm, pertulangan menyirip, hijau. Bunga majemuk, berbentuk bongkol di pangkal batang, mahkota berbentuk tabung, panjang : 12,5 mm, warna putih atau putih kekuningan. Buah kotak, bulat, berlekuk, berwarna putih.","https://storage.googleapis.com/herbitionalbucket/foto_obat/kapulaga.jpg"
